
running 649 tests
stack backtrace:
   0: std::panicking::begin_panic_handler
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\std\src\panicking.rs:575
   1: core::panicking::panic_fmt
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\panicking.rs:64
   2: core::fmt::Arguments::new_v1
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\fmt\mod.rs:403
   3: core::panicking::assert_failed_inner
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\panicking.rs:258
   4: core::panicking::assert_failed<alloc::string::String,alloc::string::String>
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\panicking.rs:212
   5: webidl::should_write_same
             at .\tests\webidl.rs:44
   6: webidl::should_write_same_tests_defs_html_webidl
             at .\tests\webidl.rs:38
   7: webidl::should_write_same_tests_defs_html_webidl::closure$0
             at .\tests\webidl.rs:38
   8: core::ops::function::FnOnce::call_once<webidl::should_write_same_tests_defs_html_webidl::closure_env$0,tuple$<> >
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\ops\function.rs:250
   9: core::ops::function::FnOnce::call_once
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\ops\function.rs:250
note: Some details are omitted, run with `RUST_BACKTRACE=full` for a verbose backtrace.


failures:
    interface_constructor
    should_write_same_tests_defs_constructor_webidl
    should_write_same_tests_defs_dictionary_inherits_webidl
    should_write_same_tests_defs_dictionary_webidl
    should_write_same_tests_defs_dom_webidl
    should_write_same_tests_defs_enum_webidl
    should_write_same_tests_defs_extended_attributes_webidl
    should_write_same_tests_defs_html_webidl
    should_write_same_tests_defs_mediacapture_streams_webidl
    should_write_same_tests_defs_reflector_interface_webidl
    should_write_same_tests_defs_streams_webidl

test result: FAILED. 215 passed; 11 failed; 0 ignored; 0 measured; 0 filtered out; finished in 0.60s

